FUDN;Name;Size;Type;Explanation;Version;Status;Modified
252;QUANTITY DESTROYED;1-4;Integer;;1.0;In Service;03 Dec 07
254;NUMBER OF CASUALTIES;1-4;Integer;;1.0;In Service;03 Dec 07
255;NUMBER OF VOLLEYS ROCKETS;1-2;Integer;;1.0;In Service;03 Dec 07
256;NUMBER OF PROJECTILES;1-4;Integer;;1.0;In Service;03 Dec 07
257;NUMBER AUTHORIZED;1-7;Integer;;1.0;In Service;03 Dec 07
258;EFFECTIVE STRENGTH;1-7;Integer;;1.0;In Service;03 Dec 07
259;NUMBER ATTACHED;1-6;Integer;;1.0;In Service;03 Dec 07
260;NUMBER DETACHED;1-6;Integer;;1.0;In Service;03 Dec 07
261;NUMBER OF DEAD;1-5;Integer;;1.0;In Service;03 Dec 07
262;NUMBER OF INCAPACITATED;1-5;Integer;;1.0;In Service;03 Dec 07
263;NUMBER OF MISSING;1-5;Integer;;1.0;In Service;03 Dec 07
264;NUMBER OF OWN POW;1-5;Integer;POW: PRISONER(S) OF WAR;1.0;In Service;03 Dec 07
265;NUMBER OF ENEMY POW;1-5;Integer;POW: PRISONER(S) OF WAR;1.0;In Service;03 Dec 07
266;NUMBER OF REFUGEES OR DISPLACED CIVILIANS;1-6;Integer;;1.0;In Service;03 Dec 07
267;QUANTITY OF 30MM AMMUNITION;1-5;Integer;;1.0;In Service;03 Dec 07
268;QUANTITY OF 70MM AMMUNITION;1-5;Integer;;1.0;In Service;03 Dec 07
269;QUANTITY OF HELLFIRE MISSILES;1-5;Integer;;1.0;In Service;03 Dec 07
270;HELICOPTER QUANTITY;1-3;Integer;;1.0;In Service;03 Dec 07
271;TOTAL PERSONNEL, 1-99999;1-5;Integer;;1.0;In Service;03 Dec 07
272;NUMBER OF PIECES OF CARGO;1-4;Integer;THE NUMBER OF PIECES OF CARGO LOADED ON A VESSEL.;1.0;In Service;03 Dec 07
273;NUMBER OF PROPELLANTS;1-4;Integer;;1.0;In Service;03 Dec 07
274;NUMBER OF FUZES;1-4;Integer;;1.0;In Service;03 Dec 07
275;NUMBER OF CHANNELS RESERVED FOR PACKET SWITCHING;1-3;Integer;;1.0;In Service;03 Dec 07
276;NUMBER OF DEDICATED CHANNELS FOR PERMANENT CONNECTIONS;1-3;Integer;;1.0;In Service;03 Dec 07
277;NUMBER OF COMMON USER CHANNELS;1-3;Integer;;1.0;In Service;03 Dec 07
278;NUMBER OF DIGITAL CHANNELS;1-2;Integer;;1.0;In Service;03 Dec 07
279;NUMBER OF ANALOGUE CHANNELS;1-2;Integer;;1.0;In Service;03 Dec 07
280;NUMBER OF SOLE USER CONNECTIONS;1-3;Integer;;1.0;In Service;03 Dec 07
281;VOLLEYS SECOND PROJECTILE FUZE;1-2;Integer;;1.0;In Service;03 Dec 07
282;VOLLEYS FIRST PROJECTILE FUZE;1-2;Integer;;1.0;In Service;03 Dec 07
283;QUANTITY, 1-9999;1-4;Integer;;1.0;In Service;03 Dec 07
284;QUANTITY AUTHORIZED;1-4;Integer;;1.0;In Service;03 Dec 07
285;NUMBER OF ITEMS;1-4;Integer;;1.0;In Service;03 Dec 07
286;NUMBER OF OPTIONS;1-1;Integer;;1.0;In Service;03 Dec 07
287;NUMBER OF ASSETS, 1-9999999;1-7;Integer;;1.0;In Service;03 Dec 07
288;NUMBER OF ASSETS, 1-99999;1-5;Integer;;1.0;In Service;03 Dec 07
289;QUANTITY REQUIRED;1-4;Integer;;1.0;In Service;03 Dec 07
290;NUMBER REQUIRED, TROOP PLATOON;1-2;Integer;;1.0;In Service;03 Dec 07
291;EQUIPMENT ALLOCATION;1-4;Integer;;1.0;In Service;03 Dec 07
292;TROOP OR PLATOON ALLOCATION;1-2;Integer;;1.0;In Service;03 Dec 07
293;NUMBER, 1-99;1-2;Integer;NONE;1.0;In Service;03 Dec 07
294;NUMBER OF ASSETS, 1-9999;1-4;Integer;;1.0;In Service;03 Dec 07
295;SITTING CASUALTY PASSENGER QUANTITY;1-3;Integer;;1.0;In Service;03 Dec 07
296;LYING CASUALTY PASSENGER QUANTITY;1-3;Integer;;1.0;In Service;03 Dec 07
297;PASSENGER TOTAL QUANTITY;1-4;Integer;;1.0;In Service;03 Dec 07
298;NUMBER OF REFUGEES RECEIVED IN RECEPTION AREA;1-7;Integer;;1.0;In Service;03 Dec 07
299;RECEPTION AREA CAPACITY;1-7;Integer;THE MAXIMUM NUMBER OF PERSONS THAT CAN BE ACCOMMODATED IN A RECEPTION AREA.;1.0;In Service;03 Dec 07
300;NUMBER IDENTIFIED, 0-99999;1-5;Integer;;1.0;In Service;03 Dec 07
301;NUMBER OF GUNS;1-2;Integer;;1.0;In Service;03 Dec 07
302;NUMBER OF IDENTIFIED DEAD;1-4;Integer;;1.0;In Service;03 Dec 07
303;NUMBER OF UNIDENTIFIED DEAD;1-4;Integer;;1.0;In Service;03 Dec 07
304;NUMBER OF OFFICERS;1-4;Integer;;1.0;In Service;03 Dec 07
305;NUMBER OF WO-NCOS;1-4;Integer;;1.0;In Service;03 Dec 07
306;NUMBER OF ENLISTED;1-4;Integer;;1.0;In Service;03 Dec 07
307;NUMBER OF OTHER;1-4;Integer;;1.0;In Service;03 Dec 07
308;NUMBER OF JOURNALISTS ACCOMMODATED;1-4;Integer;;1.0;In Service;03 Dec 07
309;TOTAL NUMBER OF CASUALTIES;1-4;Integer;;1.0;In Service;03 Dec 07
310;NUMBER OF AIRCRAFT COMBAT AVAILABLE;1-3;Integer;;1.0;In Service;03 Dec 07
311;NUMBER OF AIRCRAFT UNSERVICEABLE;1-3;Integer;;1.0;In Service;03 Dec 07
312;NUMBER KILLED;1-3;Integer;;1.0;In Service;03 Dec 07
313;NUMBER INJURED;1-3;Integer;;1.0;In Service;03 Dec 07
314;NUMBER OF DEPLOYMENTS STARTING IN NEXT 24 HOURS;1-3;Integer;;1.0;In Service;03 Dec 07
315;NUMBER OF DEPLOYMENTS STARTING IN NEXT 48 HOURS;1-3;Integer;;1.0;In Service;03 Dec 07
316;NUMBER OF DEPLOYMENTS ENDING IN NEXT 24 HOURS;1-3;Integer;;1.0;In Service;03 Dec 07
317;NUMBER OF DEPLOYMENTS ENDING IN NEXT 48 HOURS;1-3;Integer;;1.0;In Service;03 Dec 07
318;NUMBER, 1-9;1-1;Integer;;1.0;In Service;03 Dec 07
319;NUMBER OF OBSTRUCTIONS;1-2;Integer;;1.0;In Service;03 Dec 07
320;NUMBER OF SNCOS;1-4;Integer;THE NUMBER OF SENIOR NCOS.;1.0;In Service;03 Dec 07
322;NUMBER OF AIRCRAFT, 1-99;1-2;Integer;THE COUNT OF AIRCRAFT ALLOCATED TO A MISSION.;1.0;In Service;03 Dec 07
323;NUMBER OF MISSILES;1-3;Integer;THE COUNT OF MISSILES.;1.0;In Service;03 Dec 07
324;COUNT OF SURFACE TRANSPORT MEANS;1-3;Integer;;1.0;In Service;03 Dec 07
325;NUMBER OF STRETCHER PATIENTS, 0-999;1-3;Integer;;1.0;In Service;03 Dec 07
326;NUMBER OF AMBULATORY PATIENTS;1-3;Integer;;1.0;In Service;03 Dec 07
327;NUMBER OF ATTENDANTS;1-3;Integer;;1.0;In Service;03 Dec 07
328;NUMBER OF PRODUCTS;1-2;Integer;THE COUNT OF ITEMS PRODUCED TO SATISFY A SPECIFIC REQUEST.;1.0;In Service;03 Dec 07
329;NUMBER OF AIRCRAFT IN CELL;1-2;Integer;;1.0;In Service;03 Dec 07
330;NUMBER ESCORTED;2-2;Integer;A COUNT OF THE AIRCRAFT OR VEHICLES TO BE ESCORTED.;1.0;In Service;03 Dec 07
332;PRODUCTION QUANTITY, 0-9999999;1-7;Integer;QUANTITY OF EQUIPMENT KNOWN TO HAVE BEEN PRODUCED DURING A SPECIFIED PRODUCTION PERIOD. [REF: STANAG 2097, AINTP-3];1.0;In Service;03 Dec 07
333;LOWER STRENGTH LIMIT;1-4;Integer;REPRESENTS THE LOWER COUNT LIMIT FOR THE NUMBER OF TARGET ELEMENTS REPORTED.;1.0;In Service;03 Dec 07
334;UPPER STRENGTH LIMIT;1-4;Integer;REPRESENTS THE UPPER COUNT LIMIT FOR THE NUMBER OF TARGET ELEMENTS REPORTED.;1.0;In Service;03 Dec 07
336;PERSONNEL STRENGTH, 0-999999;1-6;Integer;;1.0;In Service;03 Dec 07
337;NUMBER OF CHILDREN;1-2;Integer;;1.0;In Service;03 Dec 07
338;TOTAL NUMBER OF CONTACTS DETECTED;1-2;Integer;;1.0;In Service;03 Dec 07
341;NUMBER OF PERSONS ON BOARD;1-4;Integer;THE NUMBER OF PERSONS ON BOARD AN AIRCRAFT, VEHICLE OR VESSEL.;1.0;In Service;03 Dec 07
342;NUMBER OF HIGH INTEREST CONTACTS DETECTED;1-2;Integer;;1.0;In Service;03 Dec 07
343;NUMBER OF TARGETS TASKED;1-2;Integer;;1.0;In Service;03 Dec 07
344;NUMBER OF TARGETS IMAGED;1-2;Integer;;1.0;In Service;03 Dec 07
345;NUMBER OF TARGETS OF OPPORTUNITY;1-2;Integer;;1.0;In Service;03 Dec 07
346;NUMBER OF TARGETS OF OPPORTUNITY IMAGED;1-2;Integer;;1.0;In Service;03 Dec 07
347;NUMBER OF TARGETS RETASKED IN-FLIGHT;1-2;Integer;;1.0;In Service;03 Dec 07
348;NUMBER OF RETASKED IN-FLIGHT TARGETS IMAGED;1-2;Integer;;1.0;In Service;03 Dec 07
349;NUMBER OF SPANS;1-2;Integer;;1.0;In Service;03 Dec 07
350;NUMBER OF CUTS;1-2;Integer;;1.0;In Service;03 Dec 07
351;NUMBER OF LANES AND GAPS;1-2;Integer;;1.0;In Service;03 Dec 07
352;NUMBER OF MINE ROWS;1-2;Integer;;1.0;In Service;03 Dec 07
353;TRAFFIC VOLUME, VEHICLES PER HOUR;1-3;Integer;;1.0;In Service;03 Dec 07
354;NUMBER, 0-99;1-2;Integer;;1.0;In Service;03 Dec 07
355;NUMBER OF DELIVERY SYSTEMS;1-3;Integer;;1.0;In Service;03 Dec 07
356;ROUNDS PER WEAPON;1-4;Integer;;1.0;In Service;03 Dec 07
357;AGE;1-3;Integer;;1.0;In Service;03 Dec 07
358;NUMBER, 1-9999999;1-7;Integer;;1.0;In Service;03 Dec 07
364;NUMBER OF AGENT CONTAINERS;1-3;Integer;;1.0;In Service;03 Dec 07
366;NUMBER OF AIRCRAFT CONTROL POSITIONS;1-2;Integer;;1.0;In Service;03 Dec 07
367;NUMBER OF AEW CONTROL POSITIONS;1-2;Integer;AEW = AIRBORNE EARLY WARNING;1.0;In Service;03 Dec 07
368;NUMBER OF SAW CONTROL POSITIONS;1-2;Integer;SAW = SURFACE-TO-AIR WEAPONS;1.0;In Service;03 Dec 07
369;NUMBER OF NAVAL CONTROL POSITIONS;1-2;Integer;;1.0;In Service;03 Dec 07
370;QUANTITY OF HELICOPTERS REQUIRED;1-1;Integer;;1.0;In Service;03 Dec 07
371;NUMBER OF AIRCRAFT CONTROL AND COORDINATION POSITIONS;1-2;Integer;;1.0;In Service;03 Dec 07
372;NUMBER OF AIRCREW;1-3;Integer;;1.0;In Service;03 Dec 07
373;NUMBER OF CONTROL SURFACES PER POSITION;1-2;Integer;THE TOTAL NUMBER OF CONTROL SURFACES.;1.0;In Service;03 Dec 07
374;QUANTITY OF FLOORS ABOVE GROUND;1-2;Integer;INDICATES THE NUMBER OF STORIES OR LEVELS WHICH ARE COMPLETELY OR PARTIALLY ABOVE THE ORIGINAL GROUND SURFACE.;1.0;In Service;03 Dec 07
375;QUANTITY OF FLOORS BELOW GROUND;1-2;Integer;INDICATES THE NUMBER OF STORIES OR LEVELS WHICH ARE COMPLETELY OR PARTIALLY BELOW THE ORIGINAL GROUND SURFACE.;1.0;In Service;03 Dec 07
376;QUANTITY ON HAND MAXIMUM;1-6;Integer;RELATIVE TO THE PARENT ENTITY, THE AUTHORISED MAXIMUM AMOUNT OF EQUIPMENT ASSESSED TO BE ON-HAND.;1.0;In Service;03 Dec 07
377;QUANTITY AUTHORISED IN PEACETIME;1-6;Integer;RELATIVE TO THE PARENT ENTITY, THE TOTAL NUMBER ASSESSED TO BE AUTHORISED IN PEACETIME.;1.0;In Service;03 Dec 07
378;QUANTITY AUTHORISED IN WARTIME;1-6;Integer;RELATIVE TO THE PARENT ENTITY, THE TOTAL NUMBER ASSESSED TO BE AUTHORISED IN WARTIME.;1.0;In Service;03 Dec 07
379;SPAN QUANTITY;1-2;Integer;INDICATES THE NUMBER OF SPANS.;1.0;In Service;03 Dec 07
380;LINE QUANTITY;1-3;Integer;NUMBER OF PRODUCTION LINES, RAILWAY TRACKS, HIGHWAYS LANES, FERRYBOAT LANES OR ANY OTHER LINE TYPE.;1.0;In Service;03 Dec 07
381;NUMBER OF AXLES OF HEAVIEST WHEELED VEHICLE;1-3;Integer;NUMBER OF AXLES ON TRACTORS AND SEMI-TRAILOR/TRAILOR.;1.0;In Service;03 Dec 07
382;NUMBER OF MARCHING GROUPS;1-3;Integer;NUMBER OF VEHICLE COMPONENTS IN A MARCHING GROUP.;1.0;In Service;03 Dec 07
383;NUMBER OF CONVOYS;1-3;Integer;;1.0;In Service;03 Dec 07
384;NUMBER OF PACKETS;1-3;Integer;NUMBER OF AXLES ON TRACTORS AND SEMI-TRAILOR/TRAILOR.;1.0;In Service;03 Dec 07
385;NUMBER OF ATC CONTROL POSITIONS;1-2;Integer;ATC = AIR TRAFFIC CONTROL.;1.0;In Service;03 Dec 07
386;NUMBER OF SENSOR CONTROL POSITIONS;1-2;Integer;;1.0;In Service;03 Dec 07
388;NUMBER OF MAGAZINES;1-3;Integer;;1.0;In Service;03 Dec 07
389;NUMBER OF ARMOUR PLATES;1-2;Integer;;1.0;In Service;03 Dec 07
390;NUMBER OF BOMBS;1-3;Integer;THE COUNT OF MISSILES.;1.0;In Service;03 Dec 07
396;NUMBER OF BOMB INSTALLATIONS;1-2;Integer;;1.0;In Service;03 Dec 07
397;NUMBER OF MINE CARRIERS;1-2;Integer;;1.0;In Service;03 Dec 07
398;NUMBER OF ROCKET PROJECTILES;1-3;Integer;THE COUNT OF ROCKET PROJECTILES.;1.0;In Service;03 Dec 07
430;NUMBER OF AIRCRAFT AIRBORNE (00-99);2-2;Integer;;1.0;In Service;03 Dec 07
431;NUMBER OF AIRCRAFT ABORTED;2-2;Integer;;1.0;In Service;03 Dec 07
435;NUMBER OF KILLS;1-3;Integer;;1.0;In Service;03 Dec 07
436;NUMBER OF OPERATIONAL SAW MISSILES ROUNDS;1-4;Integer;THE NUMBER OF OPERATIONAL SAW MISSILES/ROUNDS AVAILABLE.;1.0;In Service;03 Dec 07
437;NUMBER OF SAW MISSILES ROUNDS EXPENDED;1-4;Integer;THE NUMBER OF SAW MISSILES/ROUNDS EXPENDED.;1.0;In Service;03 Dec 07
438;NUMBER OF SAW FIRE UNITS COMBAT AVAILABLE;1-3;Integer;THE NUMBER OF ASSIGNED FIRE UNITS COMBAT AVAILABLE.;1.0;In Service;03 Dec 07
439;NUMBER OF SAW FIRE UNITS DESTROYED;1-3;Integer;THE NUMBER OF ASSIGNED FIRE UNITS DESTROYED.;1.0;In Service;03 Dec 07
440;NUMBER OF ASSIGNED SAW FIRE UNITS;1-3;Integer;THE NUMBER OF FIRE UNITS ASSIGNED TO AN ORGANISATION.;1.0;In Service;03 Dec 07
441;NUMBER OF TARGET TYPES;1-3;Integer;;1.0;In Service;03 Dec 07
442;NUMBER OF LANDING POINTS IN LANDING SITE;1-2;Integer;THE NUMBER OF HELICOPTER LANDING SITE POINTS.;1.0;In Service;03 Dec 07
445;NUMBER OF INDIVIDUAL PARTS TO BE TRANSFERRED;1-4;Integer;;1.0;In Service;03 Dec 07
446;NUMBER OF PRIORITY 1 STRETCHER CASUALTIES;1-4;Integer;;1.0;In Service;03 Dec 07
447;NUMBER OF PRIORITY 2 STRETCHER CASUALTIES;1-4;Integer;;1.0;In Service;03 Dec 07
448;NUMBER OF PRIORITY 3 STRETCHER CASUALTIES;1-4;Integer;;1.0;In Service;03 Dec 07
449;NUMBER OF PRIORITY 1 SITTING CASUALTIES;1-4;Integer;;1.0;In Service;03 Dec 07
450;NUMBER OF PRIORITY 2 SITTING CASUALTIES;1-4;Integer;;1.0;In Service;03 Dec 07
451;NUMBER OF PRIORITY 3 SITTING CASUALTIES;1-4;Integer;;1.0;In Service;03 Dec 07
468;NUMBER OF DAYS OF BALANCED DIET LEFT;1-2;Integer;;1.0;In Service;03 Dec 07
469;NUMBER OF DAYS OF FRESH PROVISIONS LEFT;1-2;Integer;;1.0;In Service;03 Dec 07
470;NUMBER OF DAYS OF FROZEN PROVISIONS LEFT;1-2;Integer;;1.0;In Service;03 Dec 07
471;NUMBER OF DAYS OF DRY PROVISIONS LEFT;1-2;Integer;;1.0;In Service;03 Dec 07
472;NUMBER OF DAYS OF OTHER PROVISIONS LEFT;1-2;Integer;;1.0;In Service;03 Dec 07
473;NUMBER OF SUPPORT CRAFT;1-2;Integer;THE NUMBER OF SUPPORT CRAFT.;1.0;In Service;03 Dec 07
474;NUMBER OF LANDING CRAFT;1-2;Integer;THE NUMBER OF LANDING CRAFT.;1.0;In Service;03 Dec 07
475;NUMBER OF AIRCRAFT REQUIRED;1-1;Integer;;1.0;In Service;03 Dec 07
476;NUMBER OF SADL FLIGHTS;1-1;Integer;THE NUMBER OF FLIGHTS IN A SADL NETWORK.;1.0;In Service;03 Dec 07
477;NUMBER OF SADL AIRCRAFT;1-1;Integer;THE NUMBER OF AIRCRAFT IN A SADL NETWORK.;1.0;In Service;03 Dec 07
513;NUMBER OF ROCKET CARRIERS;1-2;Integer;;1.0;In Service;03 Dec 07
514;NUMBER OF GUN INSTALLATION POSITIONS;1-2;Integer;;1.0;In Service;03 Dec 07
624;NUMBER OF ENEMY;1-4;Integer;THE NUMBER OF ENEMY SIGHTED OR OBSERVED.;1.0;In Service;03 Dec 07
802;NUMBER OF ASSETS, 1-999;1-3;Integer;A COUNT OF THE NUMBER OF SPECIFIC ITEMS DESIGNATED AS ASSETS.;1.0;In Service;03 Dec 07
843;NUMBER OF THREAT PERSONNEL;1-3;Integer;THE NUMBER OF THREAT PERSONNEL.;1.0;In Service;03 Dec 07
844;NUMBER OF RAIL TIES;1-3;Integer;PROVIDES THE NUMBER OF RAIL TIES PER SECTION OF RAIL.;1.0;In Service;03 Dec 07
845;NUMBER OF RAIL CARS;1-2;Integer;PROVIDES THE NUMBER OF RAIL CARS .;1.0;In Service;03 Dec 07
846;NUMBER OF RAILROAD TRACKS;1-2;Integer;PROVIDES THE NUMBER OFRAILROAD TRACKS.;1.0;In Service;03 Dec 07
847;NUMBER OF ENEMY AIRCRAFT INTERCEPTED;1-2;Integer;;1.0;In Service;03 Dec 07
848;NUMBER OF ENEMY AIRCRAFT ENGAGED;1-2;Integer;;1.0;In Service;03 Dec 07
849;NUMBER OF OBJECTS JETTISONED;1-2;Integer;;1.0;In Service;03 Dec 07
850;NUMBER OF AIRCRAFT DETECTED;1-3;Integer;;1.0;In Service;03 Dec 07
851;COUNT OF SHIPS;1-4;Integer;THE NUMBER OF SHIPS INVOLVED IN THE ACTIVITY.;1.0;In Service;03 Dec 07
